trial_id,timestamp,stimulus_type,stimulus_text,true_emotion_label,circuit_vector,reported_emotion,emotion_intensity,importance_score,memory_classification,response_latency_ms,correct_prediction
4713,2025-11-06T12:50:16.334343,user_interaction,Trial_4713_user_interaction,joy,"[""L44.N3584"", ""L42.N2864"", ""L35.N1455"", ""L26.N1840"", ""L45.N3461"", ""L45.N2998"", ""L24.N2185"", ""L33.N1799"", ""L35.N2867""]",joy,0.1085,0.2955,short_term,254.99,True
4714,2025-11-06T13:00:16.334531,memory_recall,Trial_4714_memory_recall,joy,"[""L24.N3557"", ""L33.N2778"", ""L30.N1797"", ""L40.N1429"", ""L46.N1678"", ""L30.N1795"", ""L24.N812"", ""L43.N257"", ""L26.N2359"", ""L39.N4068"", ""L39.N1970"", ""L35.N2457"", ""L40.N3618"", ""L29.N2046"", ""L41.N2617"", ""L38.N2197"", ""L40.N2437"", ""L41.N1675""]",sadness,0.2746,0.2891,long_term,330.95,False
4715,2025-11-06T13:10:16.334807,user_interaction,Trial_4715_user_interaction,surprise,"[""L41.N1645"", ""L25.N2649"", ""L38.N1200"", ""L38.N3952"", ""L35.N1672"", ""L26.N1952"", ""L39.N585"", ""L31.N2312"", ""L35.N2907"", ""L41.N874"", ""L27.N3192"", ""L42.N3311"", ""L37.N571"", ""L37.N934""]",surprise,0.0994,0.2496,short_term,267.45,True
4716,2025-11-06T13:20:16.335017,error_event,Trial_4716_error_event,surprise,"[""L35.N1083"", ""L47.N3342"", ""L40.N1794"", ""L42.N1816"", ""L31.N2399"", ""L30.N2951"", ""L30.N244"", ""L24.N237"", ""L46.N197"", ""L27.N1621"", ""L33.N2343"", ""L27.N2743"", ""L31.N668"", ""L43.N18"", ""L35.N2209""]",surprise,0.1154,0.1032,short_term,463.96,True
4717,2025-11-06T13:30:16.335231,learning_discovery,Trial_4717_learning_discovery,joy,"[""L38.N3212"", ""L40.N2554"", ""L47.N3419"", ""L31.N1040"", ""L45.N1854"", ""L24.N2059"", ""L30.N569"", ""L42.N1947"", ""L36.N2878"", ""L36.N3115"", ""L33.N1305"", ""L31.N2716"", ""L31.N2993"", ""L46.N971"", ""L24.N3834"", ""L41.N688""]",joy,0.3086,0.2641,short_term,292.03,True
4718,2025-11-06T13:40:16.335479,conversation,Trial_4718_conversation,joy,"[""L42.N3576"", ""L31.N767"", ""L25.N2238"", ""L32.N1952"", ""L27.N1630"", ""L38.N945"", ""L43.N2649"", ""L37.N3625"", ""L46.N1729"", ""L27.N16"", ""L27.N1766"", ""L42.N1155"", ""L33.N539"", ""L33.N1058"", ""L29.N565"", ""L38.N2061"", ""L47.N3805"", ""L27.N344"", ""L36.N1826""]",joy,0.2486,0.2483,long_term,331.55,True
4719,2025-11-06T13:50:16.335770,task_completion,Trial_4719_task_completion,neutral,"[""L38.N2840"", ""L35.N2065"", ""L46.N3061"", ""L42.N740"", ""L37.N373"", ""L46.N1600"", ""L38.N2426"", ""L24.N2957"", ""L29.N736"", ""L37.N2817"", ""L40.N1785"", ""L27.N40"", ""L43.N2559"", ""L42.N431""]",disgust,0.4944,0.4414,short_term,166.36,False
4720,2025-11-06T14:00:16.335992,conversation,Trial_4720_conversation,neutral,"[""L45.N2862"", ""L28.N924"", ""L46.N224"", ""L36.N1379"", ""L34.N431"", ""L40.N1184"", ""L34.N3756"", ""L28.N3809"", ""L28.N1852"", ""L39.N518"", ""L40.N1792"", ""L37.N168"", ""L28.N113"", ""L31.N2628"", ""L38.N2084"", ""L44.N2593"", ""L24.N1463"", ""L46.N2546"", ""L29.N3929""]",neutral,0.3909,0.4107,short_term,238.8,True
4721,2025-11-06T14:10:16.336247,task_completion,Trial_4721_task_completion,neutral,"[""L46.N2356"", ""L38.N3067"", ""L30.N491"", ""L31.N318"", ""L41.N3359"", ""L37.N1689"", ""L43.N1580"", ""L40.N769"", ""L25.N105"", ""L42.N1385"", ""L25.N1395"", ""L29.N1893"", ""L47.N2328""]",surprise,0.4865,0.3859,short_term,295.42,False
4722,2025-11-06T14:20:16.336463,creative_output,Trial_4722_creative_output,joy,"[""L25.N858"", ""L41.N999"", ""L24.N1475"", ""L43.N1298"", ""L39.N240"", ""L41.N3377"", ""L45.N2710"", ""L47.N4027"", ""L27.N1023"", ""L26.N3076"", ""L32.N1357"", ""L24.N2528"", ""L34.N3390"", ""L46.N851"", ""L38.N953"", ""L25.N282""]",joy,0.1135,0.2318,long_term,95.4,True
4723,2025-11-06T14:30:16.336719,memory_recall,Trial_4723_memory_recall,neutral,"[""L24.N252"", ""L38.N1594"", ""L45.N201"", ""L47.N1468"", ""L38.N1964"", ""L38.N1229"", ""L33.N1248""]",neutral,0.2579,0.2215,short_term,162.55,True
4724,2025-11-06T14:40:16.336855,learning_discovery,Trial_4724_learning_discovery,neutral,"[""L25.N2913"", ""L43.N1928"", ""L32.N1314"", ""L45.N3485"", ""L27.N3628"", ""L33.N3376"", ""L45.N2657""]",neutral,0.5639,0.5431,long_term,130.05,True
4725,2025-11-06T14:50:16.336993,error_event,Trial_4725_error_event,surprise,"[""L36.N1656"", ""L43.N2736"", ""L39.N1043"", ""L32.N368"", ""L30.N1191"", ""L31.N932"", ""L34.N339"", ""L46.N2657""]",surprise,0.2062,0.206,short_term,573.7,True
4726,2025-11-06T15:00:16.337136,user_interaction,Trial_4726_user_interaction,joy,"[""L44.N567"", ""L30.N1908"", ""L42.N1186"", ""L25.N2972"", ""L29.N328"", ""L47.N1008"", ""L31.N1807"", ""L25.N773"", ""L33.N1994"", ""L31.N308"", ""L40.N2673"", ""L24.N1982"", ""L47.N3696"", ""L40.N2821"", ""L45.N3125"", ""L26.N4055"", ""L40.N1811"", ""L46.N1682""]",joy,0.3,0.4001,short_term,199.82,True
4727,2025-11-06T15:10:16.337378,conversation,Trial_4727_conversation,disgust,"[""L43.N1614"", ""L37.N2"", ""L34.N3454"", ""L40.N1265"", ""L32.N2047"", ""L30.N3882"", ""L24.N2764"", ""L36.N2934"", ""L39.N1507"", ""L41.N229"", ""L45.N3132"", ""L31.N2831"", ""L39.N3620""]",disgust,0.2266,0.2996,short_term,238.34,True
4728,2025-11-06T15:20:16.337584,memory_recall,Trial_4728_memory_recall,surprise,"[""L47.N502"", ""L24.N3696"", ""L40.N365"", ""L26.N1282"", ""L24.N475"", ""L28.N135"", ""L36.N1073"", ""L30.N1338"", ""L26.N1417"", ""L41.N3077"", ""L28.N3129"", ""L47.N975"", ""L46.N3622"", ""L40.N4005"", ""L37.N53"", ""L28.N1620"", ""L36.N865"", ""L45.N456""]",anger,0.0501,0.059,short_term,290.43,False
4729,2025-11-06T15:30:16.337878,autonomous_thought,Trial_4729_autonomous_thought,fear,"[""L24.N1989"", ""L33.N659"", ""L36.N1809"", ""L45.N144"", ""L47.N1776"", ""L33.N77""]",fear,0.11,0.2334,long_term,292.68,True
4730,2025-11-06T15:40:16.338003,memory_recall,Trial_4730_memory_recall,joy,"[""L47.N3012"", ""L46.N2070"", ""L25.N2016"", ""L36.N653"", ""L46.N663"", ""L31.N636"", ""L38.N1972"", ""L24.N963""]",joy,0.2031,0.2921,short_term,308.24,True
4731,2025-11-06T15:50:16.338143,memory_recall,Trial_4731_memory_recall,anger,"[""L24.N235"", ""L28.N1009"", ""L27.N1027"", ""L37.N3876"", ""L29.N2645"", ""L47.N1726"", ""L25.N1058"", ""L42.N1656"", ""L34.N2328"", ""L33.N2473"", ""L24.N735"", ""L30.N715"", ""L26.N1523""]",anger,0.8053,0.6575,long_term,243.17,True
4732,2025-11-06T16:00:16.338334,creative_output,Trial_4732_creative_output,neutral,"[""L36.N398"", ""L42.N1396"", ""L38.N3573"", ""L27.N2200"", ""L39.N2814"", ""L32.N4004"", ""L33.N441"", ""L44.N581"", ""L24.N1169"", ""L45.N3654"", ""L47.N867"", ""L31.N1279""]",neutral,0.3279,0.3595,long_term,193.52,True
4733,2025-11-06T16:10:16.338527,task_completion,Trial_4733_task_completion,neutral,"[""L43.N753"", ""L43.N3359"", ""L42.N211"", ""L32.N3139"", ""L24.N3824"", ""L44.N2623"", ""L46.N3810"", ""L42.N1402""]",neutral,0.4546,0.3933,short_term,297.41,True
4734,2025-11-06T16:20:16.338672,task_completion,Trial_4734_task_completion,sadness,"[""L36.N3167"", ""L43.N4067"", ""L47.N1488"", ""L30.N705"", ""L41.N1221"", ""L38.N747"", ""L33.N2385"", ""L39.N3716"", ""L44.N162"", ""L24.N2259"", ""L34.N1475"", ""L44.N255""]",sadness,0.2666,0.3549,long_term,148.72,True
4735,2025-11-06T16:30:16.338903,user_interaction,Trial_4735_user_interaction,fear,"[""L24.N2722"", ""L43.N796"", ""L31.N3039"", ""L25.N332"", ""L45.N3814"", ""L38.N3004"", ""L35.N1115"", ""L36.N2628"", ""L43.N3325"", ""L32.N2614"", ""L32.N1507"", ""L35.N2350"", ""L28.N2312"", ""L46.N1025"", ""L31.N1754""]",fear,0.5996,0.508,short_term,254.24,True
4736,2025-11-06T16:40:16.339124,task_completion,Trial_4736_task_completion,fear,"[""L41.N570"", ""L36.N3962"", ""L28.N826"", ""L34.N681"", ""L33.N3678"", ""L45.N1999"", ""L33.N146"", ""L41.N2730"", ""L39.N3304"", ""L46.N2746"", ""L26.N6"", ""L45.N1620"", ""L38.N1198"", ""L34.N3699"", ""L29.N1993"", ""L41.N3129"", ""L31.N813""]",fear,0.2283,0.4012,short_term,116.43,True
4737,2025-11-06T16:50:16.339356,memory_recall,Trial_4737_memory_recall,surprise,"[""L31.N2240"", ""L36.N2698"", ""L24.N2380"", ""L45.N895"", ""L41.N107"", ""L43.N3143"", ""L25.N1342"", ""L26.N3863"", ""L26.N3239"", ""L33.N3106"", ""L41.N680"", ""L44.N4003"", ""L35.N940"", ""L33.N1293"", ""L27.N3966""]",surprise,0.4067,0.5425,short_term,402.01,True
4738,2025-11-06T17:00:16.339600,user_interaction,Trial_4738_user_interaction,joy,"[""L34.N2173"", ""L45.N171"", ""L35.N3632"", ""L46.N3950"", ""L40.N3946"", ""L44.N3776"", ""L38.N14"", ""L39.N3317"", ""L36.N1239"", ""L26.N3261"", ""L32.N3533"", ""L27.N2663"", ""L25.N2736"", ""L45.N769"", ""L44.N2711"", ""L26.N1229"", ""L47.N3520""]",joy,0.2925,0.3682,short_term,117.96,True
4739,2025-11-06T17:10:16.339844,memory_recall,Trial_4739_memory_recall,fear,"[""L36.N2481"", ""L32.N1187"", ""L41.N752"", ""L35.N447"", ""L24.N3899"", ""L25.N2243""]",fear,0.2809,0.3066,short_term,595.53,True
4740,2025-11-06T17:20:16.339967,user_interaction,Trial_4740_user_interaction,neutral,"[""L24.N80"", ""L33.N2426"", ""L39.N44"", ""L33.N696"", ""L38.N3694"", ""L25.N1930"", ""L26.N3664"", ""L47.N1449"", ""L27.N206""]",neutral,0.2337,0.3224,long_term,316.04,True
4741,2025-11-06T17:30:16.340130,user_interaction,Trial_4741_user_interaction,joy,"[""L35.N271"", ""L25.N2924"", ""L39.N4021"", ""L44.N703"", ""L29.N3384"", ""L38.N2959"", ""L40.N2902"", ""L26.N2456"", ""L35.N1431"", ""L27.N3433"", ""L29.N2445"", ""L26.N2388"", ""L25.N997"", ""L25.N1515"", ""L30.N3490""]",joy,0.248,0.3136,short_term,143.12,True
4742,2025-11-06T17:40:16.340346,learning_discovery,Trial_4742_learning_discovery,sadness,"[""L37.N2155"", ""L44.N3156"", ""L42.N496"", ""L44.N2277"", ""L30.N254"", ""L34.N266"", ""L31.N2841"", ""L33.N647"", ""L37.N1111"", ""L42.N2441"", ""L35.N2929"", ""L39.N2389"", ""L38.N3761"", ""L26.N4066"", ""L28.N1244""]",sadness,0.4702,0.3526,short_term,538.56,True
4743,2025-11-06T17:50:16.340572,task_completion,Trial_4743_task_completion,fear,"[""L29.N3089"", ""L43.N3490"", ""L36.N2010"", ""L30.N2893"", ""L42.N1316"", ""L35.N3692"", ""L47.N592"", ""L26.N3621"", ""L42.N3961"", ""L39.N314"", ""L33.N1796"", ""L29.N1901"", ""L28.N320"", ""L24.N386"", ""L30.N3140"", ""L28.N1511""]",fear,0.1508,0.2271,short_term,183.37,True
4744,2025-11-06T18:00:16.340813,conversation,Trial_4744_conversation,neutral,"[""L36.N1444"", ""L38.N3423"", ""L27.N2338"", ""L42.N616"", ""L30.N2899"", ""L37.N3760"", ""L31.N2161"", ""L47.N2908"", ""L37.N1946"", ""L47.N994"", ""L47.N2789"", ""L44.N3012"", ""L40.N1125""]",fear,0.5322,0.5263,short_term,642.87,False
4745,2025-11-06T18:10:16.341021,user_interaction,Trial_4745_user_interaction,surprise,"[""L36.N1931"", ""L30.N3674"", ""L36.N2914"", ""L38.N2313"", ""L24.N3934"", ""L36.N2103"", ""L32.N2175"", ""L25.N3507""]",surprise,0.1106,0.2227,short_term,459.96,True
4746,2025-11-06T18:20:16.341163,task_completion,Trial_4746_task_completion,sadness,"[""L26.N991"", ""L33.N2106"", ""L40.N308"", ""L28.N1079"", ""L28.N196"", ""L34.N374"", ""L42.N1623"", ""L37.N660"", ""L43.N264"", ""L38.N3313"", ""L26.N730"", ""L27.N3089"", ""L36.N3230"", ""L40.N2491"", ""L35.N3353"", ""L44.N2087"", ""L44.N2473"", ""L46.N1913""]",sadness,0.1711,0.213,long_term,380.5,True
4747,2025-11-06T18:30:16.341414,task_completion,Trial_4747_task_completion,fear,"[""L25.N1858"", ""L31.N2990"", ""L41.N99"", ""L30.N724"", ""L27.N3995"", ""L27.N2667"", ""L47.N2800"", ""L32.N2609"", ""L32.N2715"", ""L37.N3794"", ""L29.N1541"", ""L43.N3198""]",fear,0.537,0.5283,short_term,663.22,True
4748,2025-11-06T18:40:16.341601,error_event,Trial_4748_error_event,neutral,"[""L42.N3100"", ""L39.N1570"", ""L28.N940"", ""L43.N1230"", ""L39.N457"", ""L44.N3399""]",neutral,0.4933,0.5472,long_term,249.76,True
4749,2025-11-06T18:50:16.341726,error_event,Trial_4749_error_event,neutral,"[""L42.N2025"", ""L25.N444"", ""L42.N3860"", ""L36.N488"", ""L45.N1360"", ""L27.N1260"", ""L46.N1859"", ""L26.N802"", ""L36.N2282"", ""L43.N236"", ""L47.N3408"", ""L36.N322"", ""L28.N3275"", ""L40.N3408"", ""L31.N3917""]",neutral,0.275,0.2699,short_term,248.63,True
4750,2025-11-06T19:00:16.341940,conversation,Trial_4750_conversation,surprise,"[""L46.N1110"", ""L37.N1347"", ""L40.N2569"", ""L30.N3035"", ""L24.N1735"", ""L40.N738"", ""L45.N1058"", ""L35.N3385"", ""L28.N1681"", ""L47.N3888"", ""L45.N3115"", ""L28.N2793"", ""L27.N2056"", ""L24.N891"", ""L44.N1419"", ""L27.N1987""]",surprise,0.4542,0.3932,long_term,474.14,True
4751,2025-11-06T19:10:16.342162,task_completion,Trial_4751_task_completion,joy,"[""L42.N2910"", ""L37.N2794"", ""L46.N2982"", ""L37.N3375"", ""L26.N1084"", ""L41.N1284"", ""L41.N853"", ""L26.N2255"", ""L43.N1454"", ""L35.N3315"", ""L36.N2925"", ""L38.N532"", ""L24.N3665"", ""L46.N438""]",joy,0.3388,0.3925,short_term,171.54,True
4752,2025-11-06T19:20:16.342362,error_event,Trial_4752_error_event,fear,"[""L40.N2851"", ""L39.N2345"", ""L26.N2975"", ""L47.N2918"", ""L34.N694"", ""L45.N3127"", ""L30.N3044""]",fear,0.375,0.3757,long_term,300.12,True
4753,2025-11-06T19:30:16.342502,task_completion,Trial_4753_task_completion,sadness,"[""L30.N1718"", ""L24.N1790"", ""L34.N2842"", ""L35.N3652"", ""L29.N1524"", ""L31.N922"", ""L28.N2429"", ""L29.N1651"", ""L26.N71"", ""L40.N2909"", ""L45.N891"", ""L45.N423"", ""L44.N857"", ""L37.N1876"", ""L41.N397"", ""L33.N169"", ""L31.N4091"", ""L45.N2574"", ""L26.N3678""]",sadness,0.3009,0.3765,short_term,278.76,True
4754,2025-11-06T19:40:16.342761,learning_discovery,Trial_4754_learning_discovery,anger,"[""L44.N2037"", ""L41.N2938"", ""L46.N1038"", ""L47.N4081"", ""L42.N799"", ""L37.N3038"", ""L43.N1377""]",anger,0.2908,0.2608,long_term,265.67,True
4755,2025-11-06T19:50:16.342902,user_interaction,Trial_4755_user_interaction,joy,"[""L45.N3389"", ""L40.N3223"", ""L46.N1983"", ""L46.N756"", ""L29.N967"", ""L47.N2678"", ""L40.N585""]",joy,0.3179,0.3059,short_term,159.07,True
4756,2025-11-06T20:00:16.343034,memory_recall,Trial_4756_memory_recall,sadness,"[""L26.N3980"", ""L41.N524"", ""L45.N815"", ""L44.N1554"", ""L38.N558"", ""L39.N437"", ""L29.N3861"", ""L40.N3051"", ""L36.N1988"", ""L31.N3192"", ""L24.N2670"", ""L46.N3186"", ""L25.N466"", ""L44.N1732""]",sadness,0.2362,0.2041,short_term,648.47,True
4757,2025-11-06T20:10:16.343233,autonomous_thought,Trial_4757_autonomous_thought,sadness,"[""L33.N3630"", ""L24.N1475"", ""L39.N79"", ""L27.N303"", ""L44.N3303"", ""L42.N1112"", ""L40.N3081"", ""L27.N2998"", ""L26.N1350"", ""L38.N2186"", ""L25.N9"", ""L27.N1415""]",sadness,0.3261,0.3617,short_term,761.42,True
4758,2025-11-06T20:20:16.343422,error_event,Trial_4758_error_event,anger,"[""L26.N3325"", ""L28.N3311"", ""L34.N2502"", ""L27.N2166"", ""L37.N2946"", ""L36.N2825"", ""L41.N3745"", ""L42.N3223"", ""L44.N163""]",anger,0.3131,0.3484,short_term,469.94,True
4759,2025-11-06T20:30:16.343575,conversation,Trial_4759_conversation,sadness,"[""L38.N317"", ""L33.N3260"", ""L40.N253"", ""L39.N2756"", ""L31.N1209"", ""L41.N60"", ""L35.N346"", ""L36.N2459"", ""L43.N671"", ""L45.N3819"", ""L46.N770"", ""L26.N3538"", ""L33.N2022"", ""L40.N1695"", ""L37.N952"", ""L32.N3554"", ""L40.N2298""]",sadness,0.5082,0.4511,long_term,283.46,True
4760,2025-11-06T20:40:16.343812,error_event,Trial_4760_error_event,sadness,"[""L45.N755"", ""L44.N622"", ""L42.N2813"", ""L24.N4022"", ""L46.N420"", ""L42.N3029"", ""L42.N1291"", ""L25.N940"", ""L37.N462"", ""L35.N2605"", ""L36.N1458"", ""L27.N2040"", ""L47.N3909"", ""L42.N2197"", ""L28.N3960"", ""L36.N1354""]",neutral,0.5927,0.5096,short_term,283.83,False
4761,2025-11-06T20:50:16.344051,conversation,Trial_4761_conversation,sadness,"[""L33.N2796"", ""L35.N1672"", ""L40.N1182"", ""L41.N3342"", ""L24.N3405"", ""L29.N2757"", ""L47.N146"", ""L46.N380"", ""L41.N3097"", ""L33.N1738"", ""L36.N3540"", ""L40.N2729"", ""L46.N3938"", ""L47.N434"", ""L30.N1038"", ""L26.N1607"", ""L33.N883"", ""L43.N2095""]",sadness,0.7185,0.5611,long_term,242.51,True
4762,2025-11-06T21:00:16.344294,error_event,Trial_4762_error_event,joy,"[""L39.N2211"", ""L28.N2237"", ""L31.N2455"", ""L32.N3093"", ""L30.N3231"", ""L32.N2760"", ""L37.N97"", ""L42.N2196"", ""L31.N2938"", ""L45.N644"", ""L34.N680""]",joy,0.068,0.134,long_term,352.88,True
4763,2025-11-06T21:10:16.344476,task_completion,Trial_4763_task_completion,sadness,"[""L42.N1128"", ""L46.N2778"", ""L30.N257"", ""L41.N726"", ""L35.N441""]",sadness,0.2905,0.3223,short_term,177.46,True
4764,2025-11-06T21:20:16.344585,error_event,Trial_4764_error_event,joy,"[""L45.N3537"", ""L36.N3238"", ""L25.N727"", ""L24.N2388"", ""L27.N2790"", ""L42.N2430"", ""L40.N3627"", ""L43.N3864"", ""L39.N2141"", ""L25.N376"", ""L30.N2285"", ""L42.N84"", ""L36.N3584"", ""L33.N202""]",joy,0.341,0.3526,long_term,81.4,True
4765,2025-11-06T21:30:16.344797,autonomous_thought,Trial_4765_autonomous_thought,fear,"[""L41.N813"", ""L42.N358"", ""L37.N2143"", ""L28.N1384"", ""L40.N3291"", ""L25.N3029"", ""L26.N2742"", ""L36.N3720""]",fear,0.1034,0.228,short_term,258.52,True
4766,2025-11-06T21:40:16.344944,conversation,Trial_4766_conversation,disgust,"[""L47.N545"", ""L33.N994"", ""L47.N3725"", ""L25.N484"", ""L39.N3819"", ""L35.N2726"", ""L33.N2153"", ""L37.N2208"", ""L28.N1675"", ""L40.N527"", ""L46.N443"", ""L46.N4048"", ""L24.N41"", ""L29.N2267"", ""L28.N2472"", ""L32.N3776""]",disgust,0.2014,0.2038,short_term,132.67,True
4767,2025-11-06T21:50:16.345171,conversation,Trial_4767_conversation,sadness,"[""L27.N4000"", ""L25.N4045"", ""L25.N2971"", ""L25.N1358"", ""L45.N670"", ""L37.N3858"", ""L25.N2611"", ""L28.N2696"", ""L44.N570"", ""L45.N3359"", ""L43.N3493"", ""L29.N1581"", ""L28.N2823"", ""L46.N2321"", ""L29.N1225"", ""L34.N1881""]",sadness,0.1651,0.2267,long_term,259.34,True
4768,2025-11-06T22:00:16.345396,user_interaction,Trial_4768_user_interaction,anger,"[""L32.N2671"", ""L38.N1477"", ""L39.N4013"", ""L31.N504"", ""L27.N1665"", ""L47.N640""]",anger,0.3521,0.4617,short_term,248.76,True
4769,2025-11-06T22:10:16.345527,creative_output,Trial_4769_creative_output,joy,"[""L31.N1279"", ""L35.N2385"", ""L35.N2256"", ""L36.N3132"", ""L31.N2887"", ""L44.N2759"", ""L43.N3457"", ""L36.N435"", ""L27.N3109"", ""L29.N2885"", ""L27.N1817"", ""L25.N3193"", ""L28.N1546"", ""L26.N3330"", ""L43.N2048""]",joy,0.5059,0.5987,short_term,154.63,True
4770,2025-11-06T22:20:16.345749,creative_output,Trial_4770_creative_output,neutral,"[""L38.N3269"", ""L44.N1304"", ""L44.N978"", ""L35.N1097"", ""L44.N1893"", ""L37.N88"", ""L39.N748"", ""L30.N1307"", ""L43.N1080"", ""L45.N2945""]",neutral,0.1485,0.1525,short_term,169.49,True
4771,2025-11-06T22:30:16.345919,task_completion,Trial_4771_task_completion,joy,"[""L35.N3791"", ""L27.N2570"", ""L35.N2536"", ""L37.N3356"", ""L27.N2753"", ""L26.N574"", ""L43.N949"", ""L33.N1239"", ""L45.N3929"", ""L27.N1839"", ""L37.N3410"", ""L24.N2977""]",joy,0.5055,0.3795,short_term,80.81,True
4772,2025-11-06T22:40:16.346101,conversation,Trial_4772_conversation,surprise,"[""L24.N1106"", ""L39.N1160"", ""L26.N2450"", ""L25.N2932"", ""L32.N1313"", ""L33.N652"", ""L44.N3405"", ""L24.N3385"", ""L47.N1773"", ""L26.N2318"", ""L40.N3568"", ""L44.N3773"", ""L46.N1218"", ""L24.N1997"", ""L37.N2822""]",surprise,0.3001,0.3974,short_term,249.83,True
4773,2025-11-06T22:50:16.346313,conversation,Trial_4773_conversation,anger,"[""L42.N1502"", ""L45.N2028"", ""L35.N3301"", ""L35.N1900"", ""L25.N1619""]",sadness,0.2564,0.3352,long_term,99.77,False
4774,2025-11-06T23:00:16.346449,task_completion,Trial_4774_task_completion,joy,"[""L31.N1133"", ""L29.N1435"", ""L42.N3926"", ""L39.N608"", ""L37.N69"", ""L42.N3457"", ""L30.N1117"", ""L25.N521"", ""L27.N2112"", ""L37.N2335"", ""L29.N3020"", ""L25.N747"", ""L36.N1271"", ""L34.N832"", ""L32.N1769"", ""L47.N2721"", ""L42.N3270"", ""L46.N324"", ""L44.N3250""]",joy,0.1394,0.2011,long_term,383.39,True
4775,2025-11-06T23:10:16.346710,learning_discovery,Trial_4775_learning_discovery,joy,"[""L46.N97"", ""L43.N102"", ""L45.N705"", ""L39.N129"", ""L27.N54"", ""L40.N870"", ""L47.N2202"", ""L30.N1597""]",joy,0.4155,0.3596,short_term,131.46,True
4776,2025-11-06T23:20:16.346854,learning_discovery,Trial_4776_learning_discovery,neutral,"[""L28.N2628"", ""L34.N1449"", ""L41.N3763"", ""L47.N2401"", ""L24.N696"", ""L31.N1046"", ""L33.N1689"", ""L45.N3957"", ""L46.N1923"", ""L25.N3613"", ""L44.N2674""]",neutral,0.2564,0.3271,short_term,412.85,True
4777,2025-11-06T23:30:16.347026,task_completion,Trial_4777_task_completion,neutral,"[""L39.N2747"", ""L43.N1421"", ""L37.N1805"", ""L32.N3531"", ""L43.N69""]",neutral,0.4698,0.491,short_term,330.7,True
4778,2025-11-06T23:40:16.347134,error_event,Trial_4778_error_event,joy,"[""L44.N516"", ""L45.N2794"", ""L34.N2788"", ""L47.N1672"", ""L29.N2843"", ""L30.N850"", ""L40.N1407"", ""L39.N3802"", ""L47.N3345"", ""L35.N884"", ""L24.N3627"", ""L32.N3660"", ""L41.N2281"", ""L39.N3987"", ""L25.N161""]",joy,0.3797,0.3407,long_term,148.5,True
4779,2025-11-06T23:50:16.347344,error_event,Trial_4779_error_event,surprise,"[""L25.N736"", ""L25.N801"", ""L40.N3974"", ""L40.N2734"", ""L38.N2661"", ""L32.N2013"", ""L28.N2587"", ""L47.N529"", ""L44.N1540"", ""L27.N3599"", ""L36.N1440""]",surprise,0.4432,0.4004,long_term,217.66,True
4780,2025-11-07T00:00:16.347525,autonomous_thought,Trial_4780_autonomous_thought,surprise,"[""L31.N2102"", ""L40.N3249"", ""L24.N1458"", ""L26.N454"", ""L35.N3987"", ""L33.N1450"", ""L39.N3942"", ""L38.N2482"", ""L40.N1445"", ""L38.N3511"", ""L31.N948"", ""L42.N2835""]",neutral,0.5121,0.4254,long_term,352.42,False
4781,2025-11-07T00:10:16.347725,task_completion,Trial_4781_task_completion,sadness,"[""L44.N3365"", ""L41.N158"", ""L24.N2221"", ""L28.N209"", ""L47.N58"", ""L33.N993""]",sadness,0.2646,0.2983,short_term,202.71,True
4782,2025-11-07T00:20:16.347845,autonomous_thought,Trial_4782_autonomous_thought,anger,"[""L31.N3126"", ""L25.N237"", ""L38.N645"", ""L39.N3406"", ""L44.N4043"", ""L40.N3350"", ""L33.N3893"", ""L29.N2091""]",surprise,0.5493,0.6287,short_term,421.82,False
4783,2025-11-07T00:30:16.348003,learning_discovery,Trial_4783_learning_discovery,disgust,"[""L26.N188"", ""L47.N280"", ""L32.N1551"", ""L30.N3530"", ""L36.N3932"", ""L26.N3875"", ""L30.N1796"", ""L46.N1293"", ""L32.N3162"", ""L29.N805"", ""L24.N2287"", ""L25.N141"", ""L42.N3368"", ""L35.N61"", ""L43.N3232"", ""L28.N1244"", ""L44.N1103"", ""L44.N4021""]",disgust,0.1844,0.1709,long_term,271.46,True
4784,2025-11-07T00:40:16.348245,task_completion,Trial_4784_task_completion,anger,"[""L25.N995"", ""L27.N628"", ""L38.N2573"", ""L41.N3090"", ""L27.N720"", ""L34.N2731"", ""L35.N464"", ""L25.N188"", ""L38.N2384"", ""L33.N884"", ""L40.N1675"", ""L39.N2080"", ""L37.N2833"", ""L45.N142"", ""L44.N3335"", ""L46.N1715"", ""L27.N2020"", ""L29.N763"", ""L41.N3009""]",anger,0.6742,0.5481,long_term,178.42,True
4785,2025-11-07T00:50:16.348512,task_completion,Trial_4785_task_completion,neutral,"[""L26.N3445"", ""L39.N328"", ""L31.N2007"", ""L38.N2076"", ""L38.N3208"", ""L40.N2268"", ""L42.N2521""]",neutral,0.2976,0.2685,short_term,151.18,True
4786,2025-11-07T01:00:16.348644,memory_recall,Trial_4786_memory_recall,anger,"[""L41.N1443"", ""L41.N3823"", ""L27.N3324"", ""L44.N2237"", ""L47.N1880"", ""L45.N1152"", ""L27.N612"", ""L29.N288"", ""L30.N517"", ""L36.N1885""]",anger,0.1891,0.3105,short_term,115.78,True
